GIS Join Match Code,Data File Year,State/US-Abbreviation (USPS),Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place/Remainder Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,American Indian/Hawaiian Home Land Trust Land Indicator,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2023-2025, 118th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Metropolitan/Micropolitan Principal City Indicator,Public Use Microdata Area Code,Census Geographic Area Identifier,Tribal Census Tract Code,Tribal Block Group Code,TIGER/Line Shapefile Geographic Area Identifier,Geographic Area Full Name,Total,Total,Total,Total,Male,Male: Under 5 years,Male: 5 to 9 years,Male: 10 to 14 years,Male: 15 to 17 years,Male: 18 and 19 years,Male: 20 years,Male: 21 years,Male: 22 to 24 years,Male: 25 to 29 years,Male: 30 to 34 years,Male: 35 to 39 years,Male: 40 to 44 years,Male: 45 to 49 years,Male: 50 to 54 years,Male: 55 to 59 years,Male: 60 and 61 years,Male: 62 to 64 years,Male: 65 and 66 years,Male: 67 to 69 years,Male: 70 to 74 years,Male: 75 to 79 years,Male: 80 to 84 years,Male: 85 years and over,Female,Female: Under 5 years,Female: 5 to 9 years,Female: 10 to 14 years,Female: 15 to 17 years,Female: 18 and 19 years,Female: 20 years,Female: 21 years,Female: 22 to 24 years,Female: 25 to 29 years,Female: 30 to 34 years,Female: 35 to 39 years,Female: 40 to 44 years,Female: 45 to 49 years,Female: 50 to 54 years,Female: 55 to 59 years,Female: 60 and 61 years,Female: 62 to 64 years,Female: 65 and 66 years,Female: 67 to 69 years,Female: 70 to 74 years,Female: 75 to 79 years,Female: 80 to 84 years,Female: 85 years and over,Total,Total,Total,Total,Not Hispanic or Latino,Not Hispanic or Latino: White alone,Not Hispanic or Latino: Black or African American alone,Not Hispanic or Latino: American Indian and Alaska Native alone,Not Hispanic or Latino: Asian alone,Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino: Some other race alone,Not Hispanic or Latino: Two or more races,Not Hispanic or Latino: Two or more races: Two races including Some other race,"Not Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Hispanic or Latino,Hispanic or Latino: White alone,Hispanic or Latino: Black or African American alone,Hispanic or Latino: American Indian and Alaska Native alone,Hispanic or Latino: Asian alone,Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino: Some other race alone,Hispanic or Latino: Two or more races,Hispanic or Latino: Two or more races: Two races including Some other race,"Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Total,Total,Total,Total,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Total,Total,Total,Total,Under .50,.50 to .99,1.00 to 1.24,1.25 to 1.49,1.50 to 1.84,1.85 to 1.99,2.00 and over,county_fips
G5101110,2018-2022,VA,,,Virginia,51,Lunenburg County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51111,,,51111,"Lunenburg County, Virginia",11988,11988,8799,11083,6285,298,333,401,178,166,81,53,144,320,402,599,386,366,433,423,158,316,145,256,386,167,188,86,5703,272,205,447,211,46,53,45,256,231,382,326,296,304,323,485,143,228,169,233,416,243,156,233,11988,11988,8799,11083,11258,7003,3922,2,40,0,0,291,32,259,730,19,7,0,0,0,480,224,224,0,11988,11988,8799,11083,124,0,0,0,16,64,87,71,58,101,171,270,363,285,260,2309,898,713,1405,627,654,276,30,17,11988,11988,8799,11083,351,1094,979,415,976,24,7244,51111
G5101130,2018-2022,VA,,,Virginia,51,Madison County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51113,,,51113,"Madison County, Virginia",13828,13828,10115,13612,6764,318,363,420,251,154,137,55,89,359,469,380,342,380,407,561,235,297,149,311,529,275,177,106,7064,416,333,456,211,187,39,116,168,284,399,457,262,455,425,560,413,213,212,217,565,300,175,201,13828,13828,10115,13612,13353,11632,1087,4,90,0,20,520,0,520,475,217,0,0,8,0,53,197,196,1,13828,13828,10115,13612,59,0,0,0,0,0,30,0,44,63,170,345,221,208,174,3168,357,675,1406,717,1288,855,211,124,13828,13828,10115,13612,486,597,759,868,875,630,9397,51113
G5101150,2018-2022,VA,,,Virginia,51,Mathews County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51115,,,51115,"Mathews County, Virginia",8537,8537,6472,8454,4124,131,205,219,207,133,65,6,217,83,119,124,276,291,256,382,86,202,160,115,343,294,114,96,4413,136,111,90,192,78,0,154,121,91,137,77,251,335,292,303,152,392,231,224,318,289,294,145,8537,8537,6472,8454,8276,7208,767,0,0,31,21,249,46,203,261,204,0,0,0,0,9,48,25,23,8537,8537,6472,8454,22,0,0,0,0,3,0,0,7,0,0,32,155,73,80,1801,231,291,1229,619,1402,419,84,24,8537,8537,6472,8454,354,224,244,211,148,249,7024,51115
G5101170,2018-2022,VA,,,Virginia,51,Mecklenburg County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51117,,,51117,"Mecklenburg County, Virginia",30367,30367,22650,29350,15032,773,735,838,629,347,87,105,564,1021,775,935,597,790,913,946,640,786,494,687,984,688,447,251,15335,728,648,853,390,177,147,118,578,757,745,810,681,854,948,1292,441,775,581,541,1279,683,598,711,30367,30367,22650,29350,29426,18342,10092,124,309,4,11,544,12,532,941,599,31,10,2,0,148,151,143,8,30367,30367,22650,29350,399,0,0,0,23,25,51,24,144,254,290,371,515,583,383,6486,1277,1327,3300,2335,2959,1654,183,67,30367,30367,22650,29350,2801,2707,1246,1484,2418,1115,17579,51117
G5101190,2018-2022,VA,,,Virginia,51,Middlesex County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51119,,,51119,"Middlesex County, Virginia",10738,10738,8382,10259,5360,206,304,234,176,100,74,34,122,272,252,256,205,277,334,420,161,235,134,358,394,405,229,178,5378,171,251,271,87,63,0,8,255,229,236,244,201,205,331,344,201,375,204,335,522,392,183,270,10738,10738,8382,10259,10402,8343,1546,0,84,19,165,245,38,207,336,136,42,0,0,0,42,116,116,0,10738,10738,8382,10259,28,4,0,0,0,18,0,0,100,13,109,144,168,145,160,2050,347,504,1405,707,1679,588,93,120,10738,10738,8382,10259,466,524,320,371,553,297,7728,51119
G5101210,2018-2022,VA,,,Virginia,51,Montgomery County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51121,,,51121,"Montgomery County, Virginia",99373,99373,55915,88977,51542,1916,1872,2487,1294,5734,3125,3382,3883,3532,3153,2805,2593,2462,2635,2575,1111,1141,1048,1008,1667,1042,650,427,47831,1846,2316,2024,1239,4520,2514,2440,2866,2993,2936,2652,2217,2540,2430,2181,1115,1708,757,971,2410,1492,911,753,99373,99373,55915,88977,95854,82133,3992,238,6314,134,595,2448,274,2174,3519,1231,62,48,143,8,923,1104,946,158,99373,99373,55915,88977,264,22,0,17,0,0,0,184,57,144,179,481,726,291,439,10904,2283,3294,6683,3937,12154,8640,1474,3742,99373,99373,55915,88977,17325,4819,2349,2177,5242,1686,55379,51121
G5101250,2018-2022,VA,,,Virginia,51,Nelson County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51125,,,51125,"Nelson County, Virginia",14773,14773,11116,14726,7463,445,319,507,221,165,201,70,233,228,337,348,327,468,447,616,218,420,349,430,479,343,196,96,7310,254,450,189,170,103,91,26,213,321,438,376,417,339,459,610,178,366,257,679,488,329,326,231,14773,14773,11116,14726,14096,11911,1830,10,29,0,48,268,119,149,677,249,0,0,0,0,319,109,14,95,14773,14773,11116,14726,42,0,0,0,0,0,52,56,0,120,117,223,287,272,321,3188,717,602,1053,683,2024,926,170,263,14773,14773,11116,14726,817,1133,447,280,1203,458,10388,51125
G5101270,2018-2022,VA,,,Virginia,51,New Kent County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51127,,,51127,"New Kent County, Virginia",23296,23296,17446,22685,12186,500,633,906,397,262,251,79,376,589,936,940,815,831,848,952,268,560,384,489,577,348,125,120,11110,465,678,568,300,171,26,45,193,779,793,677,718,946,696,881,541,476,391,513,390,512,177,174,23296,23296,17446,22685,22365,17957,3054,159,264,0,0,931,96,835,931,507,4,0,0,0,280,140,95,45,23296,23296,17446,22685,42,0,0,0,0,4,0,30,51,3,55,66,276,140,355,4280,838,1506,2350,1587,4110,1465,58,230,23296,23296,17446,22685,197,692,634,235,867,569,19491,51127
G5101310,2018-2022,VA,,,Virginia,51,Northampton County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51131,,,51131,"Northampton County, Virginia",12132,12132,9104,11845,5722,276,256,478,214,48,15,82,131,354,295,250,299,259,416,446,133,307,184,274,434,281,132,158,6410,271,373,262,192,175,90,16,149,243,289,326,268,283,362,585,291,349,197,313,518,305,245,308,12132,12132,9104,11845,10986,6718,3785,4,134,0,0,345,37,308,1146,360,58,0,1,0,301,426,418,8,12132,12132,9104,11845,73,0,0,0,33,38,27,1,174,85,107,70,196,202,188,2455,366,431,1320,667,1593,759,184,135,12132,12132,9104,11845,744,1239,500,595,716,234,7817,51131
G5101330,2018-2022,VA,,,Virginia,51,Northumberland County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51133,,,51133,"Northumberland County, Virginia",12007,12007,9305,11927,5555,142,46,329,99,109,41,100,208,234,116,155,311,155,316,419,179,430,258,270,486,371,579,202,6452,234,277,297,350,148,43,149,130,186,248,303,195,183,290,401,360,401,197,449,589,462,389,171,12007,12007,9305,11927,11518,8183,2510,0,104,0,33,688,106,582,489,269,0,0,0,0,0,220,44,176,12007,12007,9305,11927,124,0,0,0,21,7,0,0,149,26,57,110,42,287,182,2290,309,480,1317,765,1757,1053,166,163,12007,12007,9305,11927,1003,764,276,376,648,260,8600,51133
G5101350,2018-2022,VA,,,Virginia,51,Nottoway County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51135,,,51135,"Nottoway County, Virginia",15638,15638,11219,13887,8295,388,529,311,189,233,32,22,381,816,560,491,819,513,618,568,223,334,181,185,487,224,134,57,7343,394,369,474,409,155,81,37,415,322,420,463,348,352,411,381,211,512,165,244,448,273,177,282,15638,15638,11219,13887,14855,8451,5944,3,83,0,32,342,45,297,783,319,11,0,0,0,30,423,319,104,15638,15638,11219,13887,145,0,0,48,0,56,9,43,0,83,256,124,381,324,354,3594,835,721,1579,866,1308,330,93,70,15638,15638,11219,13887,1225,1427,908,535,1023,359,8410,51135
G5101370,2018-2022,VA,,,Virginia,51,Orange County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51137,,,51137,"Orange County, Virginia",36593,36593,26211,35955,18178,1098,1218,992,702,476,205,209,508,1107,1290,1059,968,1111,1171,1427,774,611,590,792,646,446,526,252,18415,935,820,1270,696,320,200,223,510,964,1081,1260,909,1047,1381,1518,459,790,457,677,1165,705,550,478,36593,36593,26211,35955,34387,28064,4457,5,536,0,72,1253,44,1209,2206,507,31,12,8,0,430,1218,897,321,36593,36593,26211,35955,396,0,0,0,0,13,0,55,84,115,253,340,623,243,556,8119,1151,2183,3013,1911,4377,2185,428,166,36593,36593,26211,35955,1893,2777,512,1104,954,555,28160,51137
G5101390,2018-2022,VA,,,Virginia,51,Page County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51139,,,51139,"Page County, Virginia",23753,23753,17364,23527,11987,621,742,646,475,265,215,174,258,643,693,920,481,752,905,971,408,459,398,487,558,412,289,215,11766,585,709,538,423,195,192,209,142,686,643,761,560,731,866,881,378,563,380,569,545,511,358,341,23753,23753,17364,23527,23191,22001,423,29,79,0,148,511,93,418,562,76,0,0,0,0,110,376,328,48,23753,23753,17364,23527,259,0,0,0,0,0,39,22,68,305,330,195,878,681,276,6633,1273,1227,1650,976,1419,885,146,102,23753,23753,17364,23527,667,1694,1041,826,2754,436,16109,51139
G5101410,2018-2022,VA,,,Virginia,51,Patrick County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51141,,,51141,"Patrick County, Virginia",17660,17660,13562,17189,8930,408,329,611,293,120,89,84,233,434,383,496,386,644,686,731,328,486,349,311,639,356,418,116,8730,371,483,316,262,128,41,51,279,328,383,622,193,649,605,690,150,609,325,344,662,647,225,367,17660,17660,13562,17189,17083,15809,993,12,82,0,10,177,17,160,577,278,0,0,0,0,144,155,155,0,17660,17660,13562,17189,183,0,0,0,0,13,0,83,179,243,332,238,539,311,97,3637,1247,1035,1717,1500,1530,545,54,79,17660,17660,13562,17189,998,966,1183,790,947,798,11507,51141
G5101430,2018-2022,VA,,,Virginia,51,Pittsylvania County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51143,,,51143,"Pittsylvania County, Virginia",60541,60541,44958,59197,30142,1258,1584,1562,1179,569,578,262,1051,1652,1666,1564,1721,2005,2260,1958,1150,1672,938,1250,1711,1372,796,384,30399,1230,1420,1775,1038,577,349,284,867,1444,1261,1597,1706,1935,2073,2269,980,1798,1076,1374,1867,1583,1192,704,60541,60541,44958,59197,58781,44580,11820,33,288,0,23,2037,214,1823,1760,585,22,5,0,0,807,341,260,81,60541,60541,44958,59197,509,0,0,100,73,120,29,85,300,377,869,836,1867,1227,707,13746,3363,3502,6210,4300,4666,1738,188,146,60541,60541,44958,59197,3476,6238,3598,2909,4545,1803,36628,51143
G5101450,2018-2022,VA,,,Virginia,51,Powhatan County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51145,,,51145,"Powhatan County, Virginia",30503,30503,22976,28724,16003,664,708,948,574,378,124,165,526,908,979,1010,1247,1180,1225,1277,529,725,235,727,886,549,335,104,14500,649,528,943,477,183,215,110,335,632,796,917,1040,1031,1190,1195,521,699,380,704,757,709,279,210,30503,30503,22976,28724,29749,25992,2660,29,47,0,133,888,203,685,754,248,25,77,0,0,128,276,218,58,30503,30503,22976,28724,182,0,0,0,63,41,0,0,7,28,138,352,512,373,248,4711,1628,1743,3266,2158,5397,1688,367,74,30503,30503,22976,28724,595,710,228,919,906,272,25094,51145
G5101470,2018-2022,VA,,,Virginia,51,Prince Edward County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51147,,,51147,"Prince Edward County, Virginia",21922,21922,12652,16499,11433,538,459,406,409,1321,787,579,727,619,593,552,596,557,523,677,201,372,138,277,506,261,166,169,10489,390,501,411,168,1184,441,428,521,613,613,468,465,437,535,497,201,548,241,213,612,241,298,463,21922,21922,12652,16499,21131,13269,6522,81,308,185,11,755,45,710,791,468,37,17,0,0,129,140,104,36,21922,21922,12652,16499,268,0,2,0,0,31,0,38,15,188,48,78,399,244,154,3581,886,884,1711,721,2077,968,89,270,21922,21922,12652,16499,1345,1643,681,704,959,444,10723,51147
G5101490,2018-2022,VA,,,Virginia,51,Prince George County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51149,,,51149,"Prince George County, Virginia",42634,42634,27630,36712,23947,1133,1188,1284,770,1817,402,513,1449,2232,2041,2093,1685,1271,1213,1109,566,669,507,503,571,369,333,229,18687,966,878,1492,632,875,245,350,1010,1397,1230,1184,1184,901,1152,844,552,818,450,643,591,609,389,295,42634,42634,27630,36712,38517,22428,12876,107,715,182,175,2034,99,1935,4117,1370,379,128,39,0,652,1549,989,560,42634,42634,27630,36712,350,0,0,0,12,28,8,67,51,124,218,338,532,764,442,6346,2164,2598,4189,2742,4623,1522,303,209,42634,42634,27630,36712,1994,1046,1961,1764,1387,575,27985,51149
G5101530,2018-2022,VA,,,Virginia,51,Prince William County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51153,,,51153,"Prince William County, Virginia",481114,481114,308899,475568,242456,16985,18118,19573,11484,6547,3472,3447,9719,15148,15998,18557,17987,17596,16999,15671,5318,7074,3493,4538,6919,3907,2417,1489,238658,16062,16771,18324,10815,5948,3298,2704,8948,15095,16139,18193,17825,17131,16368,14959,4694,7713,3979,5015,7897,4930,3403,2447,481114,481114,308899,475568,360989,192778,97109,656,46309,442,1668,22027,1964,20063,120125,48866,2442,2010,299,34,35985,30489,26264,4225,481114,481114,308899,475568,8702,104,88,175,431,853,605,613,2800,1252,1938,3229,1906,2226,6130,53639,7926,18929,38051,24395,79259,45133,5377,5138,481114,481114,308899,475568,14388,14380,9856,13942,19016,9183,394803,51153
G5101550,2018-2022,VA,,,Virginia,51,Pulaski County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51155,,,51155,"Pulaski County, Virginia",33841,33841,25456,32419,17127,774,811,902,559,312,271,113,582,1169,1163,896,986,1176,1390,1637,427,560,299,632,1155,616,374,323,16714,785,698,1026,482,256,221,124,469,932,925,865,821,1104,1218,1614,298,644,802,713,952,862,566,337,33841,33841,25456,32419,33183,30479,1688,3,167,73,65,708,74,634,658,429,9,10,6,0,125,79,61,18,33841,33841,25456,32419,331,0,0,0,0,15,21,41,59,130,251,233,487,543,351,7088,1647,1938,4334,2605,3222,1711,288,161,33841,33841,25456,32419,2022,2239,1276,1049,1932,1181,22720,51155
G5101570,2018-2022,VA,,,Virginia,51,Rappahannock County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51157,,,51157,"Rappahannock County, Virginia",7422,7422,5568,7393,3746,183,140,307,121,119,17,39,83,167,189,213,186,191,238,293,112,172,97,212,242,221,112,92,3676,113,289,128,54,48,27,12,174,119,199,204,219,166,242,445,118,127,127,182,255,288,60,80,7422,7422,5568,7393,7104,6444,327,18,16,0,79,220,23,197,318,35,0,0,0,0,256,27,14,13,7422,7422,5568,7393,21,0,0,0,0,11,0,25,34,26,84,44,136,91,53,1372,286,382,718,402,1030,598,137,118,7422,7422,5568,7393,342,223,297,357,517,134,5523,51157
G5101590,2018-2022,VA,,,Virginia,51,Richmond County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51159,,,51159,"Richmond County, Virginia",8968,8968,6785,7367,5035,224,294,142,145,143,37,41,175,151,570,381,297,449,538,404,132,191,50,137,209,135,144,46,3933,277,258,184,28,14,0,88,133,200,165,170,262,245,191,213,201,229,79,111,316,268,169,132,8968,8968,6785,7367,8296,5422,2438,35,0,0,1,400,9,391,672,34,3,0,0,0,304,331,322,9,8968,8968,6785,7367,208,0,0,0,0,69,39,14,62,35,156,144,350,467,148,1774,618,291,561,640,770,329,55,55,8968,8968,6785,7367,295,261,717,379,331,307,5077,51159
G5101610,2018-2022,VA,,,Virginia,51,Roanoke County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51161,,,51161,"Roanoke County, Virginia",96653,96653,69897,94199,46725,2330,2849,2908,1790,1106,555,547,1409,2857,2928,3021,2765,3103,3149,3403,1441,1595,1300,1506,2680,1532,880,1071,49928,2073,2662,2704,1912,1282,584,480,1565,2583,2853,3273,2661,3122,3239,3734,1651,1552,1135,2063,3250,2439,1449,1662,96653,96653,69897,94199,93251,81166,5880,127,3385,41,254,2398,466,1932,3402,1531,25,231,86,24,634,871,749,122,96653,96653,69897,94199,795,0,0,0,70,23,13,140,64,374,355,491,850,806,701,15746,3178,5417,7980,6662,16855,6170,1803,1404,96653,96653,69897,94199,3251,3414,2485,3505,4564,2405,74575,51161
G5101630,2018-2022,VA,,,Virginia,51,Rockbridge County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51163,,,51163,"Rockbridge County, Virginia",22673,22673,17030,22299,11175,472,462,681,394,157,50,86,497,569,580,437,795,603,735,1109,209,495,425,534,753,619,213,300,11498,433,625,557,424,251,181,166,207,545,604,599,510,602,754,1080,363,423,321,527,785,609,377,555,22673,22673,17030,22299,22188,20548,811,15,159,0,215,440,55,385,485,164,176,0,0,0,76,69,69,0,22673,22673,17030,22299,157,0,0,0,0,15,0,0,57,226,156,72,373,357,186,4871,963,937,2461,1062,2660,1724,397,356,22673,22673,17030,22299,956,1027,1164,1156,1444,864,15688,51163
G5101650,2018-2022,VA,,,Virginia,51,Rockingham County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51165,,,51165,"Rockingham County, Virginia",83905,83905,57436,81827,41490,2435,2269,3049,1669,1215,550,944,1291,2316,2540,2468,2439,2397,2665,2858,1278,1613,1025,1504,1925,1434,852,754,42415,2276,2525,2514,1626,1403,654,815,1234,2363,2393,2920,2049,2285,2660,2954,1113,1685,1152,1429,2127,1834,1030,1374,83905,83905,57436,81827,77344,72641,1882,22,750,50,252,1747,351,1396,6561,2771,150,65,4,0,1170,2401,1547,854,83905,83905,57436,81827,559,0,0,10,54,164,50,92,233,335,1463,862,1733,1132,677,17563,3323,3223,5594,3813,9785,4790,782,1199,83905,83905,57436,81827,3110,4051,2831,3018,4575,2393,61849,51165
G5101670,2018-2022,VA,,,Virginia,51,Russell County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51167,,,51167,"Russell County, Virginia",25763,25763,19105,25489,12869,592,712,634,448,259,254,250,348,741,658,764,747,856,881,1130,405,534,506,604,603,486,231,226,12894,592,485,812,429,221,241,198,183,665,686,655,761,823,888,1087,410,592,487,607,662,705,434,271,25763,25763,19105,25489,25585,24770,493,49,10,77,8,178,62,116,178,79,27,8,0,0,0,64,1,63,25763,25763,19105,25489,253,0,0,9,0,59,26,206,118,394,591,338,594,601,71,6220,1571,1416,2256,1984,1641,539,57,161,25763,25763,19105,25489,2116,2809,1231,1591,2459,1133,14150,51167
G5101690,2018-2022,VA,,,Virginia,51,Scott County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51169,,,51169,"Scott County, Virginia",21536,21536,16157,20729,10954,435,492,656,455,202,128,108,353,649,609,610,664,680,743,925,373,394,335,436,610,544,288,265,10582,382,458,634,355,176,133,98,314,509,529,437,706,646,742,824,262,507,362,437,770,566,339,396,21536,21536,16157,20729,21213,20686,252,22,23,33,14,183,35,148,323,213,0,0,0,0,0,110,110,0,21536,21536,16157,20729,214,0,0,9,45,53,82,39,146,256,471,267,662,330,175,4890,1055,1492,2021,1707,1470,707,38,28,21536,21536,16157,20729,1425,2098,1588,1084,1521,713,12300,51169
G5101710,2018-2022,VA,,,Virginia,51,Shenandoah County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51171,,,51171,"Shenandoah County, Virginia",44337,44337,31621,43835,21907,1300,1287,1352,891,552,138,276,633,1203,1384,1402,1094,1248,1528,1688,514,976,672,847,1132,908,482,400,22430,1211,1296,1225,877,488,176,152,862,1168,1172,1256,1271,1263,1525,1532,691,1001,597,923,1244,962,850,688,44337,44337,31621,43835,40787,37941,1128,10,533,11,88,1076,249,827,3550,1352,88,51,5,0,626,1428,1285,143,44337,44337,31621,43835,564,10,8,5,5,74,71,83,82,124,221,465,536,592,775,10830,1948,2626,3299,2762,3848,2143,319,231,44337,44337,31621,43835,2213,3291,2148,1953,2316,1212,30702,51171
G5101730,2018-2022,VA,,,Virginia,51,Smyth County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51173,,,51173,"Smyth County, Virginia",29799,29799,21792,29048,14783,668,650,1008,578,277,184,193,581,888,900,730,893,998,1063,1052,662,491,459,553,743,602,368,242,15016,660,669,990,495,275,177,232,370,803,786,723,904,1040,1041,1046,408,681,574,591,850,677,500,524,29799,29799,21792,29048,29126,27923,519,44,108,23,0,509,104,405,673,473,11,0,0,0,78,111,106,5,29799,29799,21792,29048,218,0,21,15,0,57,22,27,93,164,469,499,960,416,373,6987,1403,1611,2335,2319,2431,1085,162,125,29799,29799,21792,29048,2366,3094,1910,1729,2576,1162,16211,51173
G5101750,2018-2022,VA,,,Virginia,51,Southampton County,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51175,,,51175,"Southampton County, Virginia",18003,18003,13236,16546,9450,439,519,468,346,178,169,110,198,475,483,651,327,759,868,842,205,596,232,217,692,335,196,145,8553,418,426,506,355,174,156,129,176,379,478,400,509,525,602,591,441,353,222,315,524,328,306,240,18003,18003,13236,16546,17608,10975,5398,54,59,0,102,1020,2,1018,395,139,23,0,0,0,0,233,139,94,18003,18003,13236,16546,125,10,0,0,0,0,96,34,73,106,123,246,369,373,195,3483,882,1697,1808,1106,1701,593,149,67,18003,18003,13236,16546,586,798,556,406,1086,580,12534,51175
G5101770,2018-2022,VA,,,Virginia,51,Spotsylvania County,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51177,,,51177,"Spotsylvania County, Virginia",141097,141097,94502,140211,70013,4291,4650,5468,3279,1808,1066,918,2448,4495,4452,4821,4434,4605,4793,4504,2195,2534,1273,1765,2867,1724,1002,621,71084,4076,4526,5108,3137,1645,735,984,2456,4278,4622,4554,4650,4606,4996,4602,1912,2883,1561,2187,3023,2225,1152,1166,141097,141097,94502,140211,125126,91463,23116,178,3669,84,371,6245,511,5734,15971,4770,557,138,195,0,6893,3418,2657,761,141097,141097,94502,140211,1297,0,16,42,62,92,77,250,402,227,624,1294,1443,1332,1321,22702,3482,6501,14636,7241,18959,9800,1498,1204,141097,141097,94502,140211,4777,5531,3011,4710,6486,2411,113285,51177
G5101790,2018-2022,VA,,,Virginia,51,Stafford County,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51179,,,51179,"Stafford County, Virginia",157606,157606,101532,153799,79848,5048,5061,7066,3919,2186,1514,856,3511,5118,5288,5416,6108,5722,5567,5867,1546,2178,1219,1760,2211,1398,876,413,77758,4710,5485,6027,3766,2088,987,936,2914,4599,5082,5315,6025,5428,5549,5298,1744,2407,1534,1930,2284,1766,1086,798,157606,157606,101532,153799,134086,87976,29338,207,5815,12,1063,9675,2304,7371,23520,6112,584,197,109,7,10875,5636,4516,1120,157606,157606,101532,153799,890,92,9,54,129,91,142,342,477,429,497,1190,867,1083,920,19434,2941,6192,14068,7951,26284,14354,1693,1403,157606,157606,101532,153799,3329,4939,2542,2873,5336,2509,132271,51179
G5101810,2018-2022,VA,,,Virginia,51,Surry County,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500000US51181,,,51181,"Surry County, Virginia",6546,6546,4969,6517,3285,185,148,162,90,46,12,0,131,202,195,204,187,102,232,220,218,201,53,106,329,97,107,58,3261,138,86,190,108,102,17,25,137,93,197,147,134,194,236,248,169,218,59,144,277,163,77,102,6546,6546,4969,6517,6361,3528,2728,3,8,0,0,94,0,94,185,94,0,0,0,0,62,29,29,0,6546,6546,4969,6517,37,0,0,0,0,0,0,22,1,52,44,79,141,141,98,1340,279,407,825,335,871,226,41,30,6546,6546,4969,6517,211,659,349,197,235,181,4685,51181
